event_id,customer_id,event_date,event_type,feature_used,session_duration_sec,pages_viewed
2362,297,2023-10-18,support_ticket,integrations,984,22
2363,297,2023-12-09,feature_use,reports,1082,21
2364,297,2024-03-28,login,api,2500,1
2365,298,2023-06-28,export,dashboard,914,20
2366,298,2023-06-20,login,reports,2638,10
2367,299,2024-01-06,page_view,,3251,14
2368,299,2022-11-20,login,analytics,885,9
2369,299,2023-11-01,support_ticket,settings,964,2
2370,299,2023-05-08,feature_use,settings,1073,30
2371,299,2024-07-10,api_call,team_mgmt,1383,29
2372,299,2023-05-30,login,,610,29
2373,299,2023-01-21,upgrade_inquiry,api,2168,21
2374,299,2023-11-29,upgrade_inquiry,reports,1619,3
2375,299,2023-01-25,page_view,reports,2385,29
2376,299,2023-05-01,api_call,,2197,28
2377,299,2024-07-31,login,team_mgmt,929,26
2378,299,2022-10-25,page_view,reports,1264,13
2379,299,2023-01-15,support_ticket,billing,1210,5
2380,299,2023-11-29,support_ticket,analytics,3342,17
2381,299,2023-07-30,feature_use,,1823,6
2382,299,2022-07-24,feature_use,api,821,17
2383,299,2023-01-15,export,api,3085,5
2384,299,2023-10-07,login,settings,2501,9
2385,299,2023-01-31,feature_use,team_mgmt,2849,10
2386,300,2023-05-06,upgrade_inquiry,billing,2532,6
2387,300,2023-02-12,support_ticket,,211,6
2388,300,2023-01-16,api_call,integrations,499,1
2389,300,2023-10-21,login,,1456,21
2390,300,2023-03-02,api_call,,2994,1
2391,300,2023-04-18,api_call,reports,1041,8
2392,300,2024-03-25,upgrade_inquiry,,2914,6
2393,300,2023-09-17,feature_use,team_mgmt,2609,25
2394,300,2023-02-16,upgrade_inquiry,dashboard,2406,19
2395,300,2023-02-09,api_call,settings,2042,3
2396,300,2023-11-17,export,reports,2962,7
2397,300,2022-10-14,support_ticket,dashboard,1669,5
2398,300,2022-08-01,api_call,settings,1680,4
2399,300,2023-01-12,feature_use,billing,1072,15
2400,300,2022-11-29,export,integrations,1938,2
2401,300,2022-11-08,export,billing,1324,12
2402,300,2024-07-01,export,analytics,787,10
2403,301,2023-01-06,page_view,team_mgmt,2725,4
2404,301,2023-01-09,login,team_mgmt,1036,19
2405,301,2023-01-03,feature_use,integrations,2540,27
2406,301,2023-01-07,page_view,billing,564,18
2407,301,2023-01-06,api_call,reports,2621,9
2408,301,2023-01-02,upgrade_inquiry,dashboard,2104,25
2409,301,2023-01-03,export,team_mgmt,1144,11
2410,301,2023-01-08,support_ticket,billing,1690,12
2411,301,2023-01-03,support_ticket,dashboard,2003,14
2412,301,2023-01-04,feature_use,team_mgmt,3411,23
2413,301,2023-01-04,page_view,settings,3473,25
2414,301,2023-01-04,support_ticket,integrations,2034,4
2415,301,2023-01-03,login,settings,1619,8
2416,302,2023-03-06,upgrade_inquiry,billing,2177,7
2417,303,2023-12-30,feature_use,api,986,3
2418,303,2023-01-13,feature_use,analytics,1475,23
2419,303,2023-10-17,page_view,settings,1959,9
2420,303,2023-09-18,upgrade_inquiry,integrations,1626,13
2421,303,2024-04-09,feature_use,billing,593,4
2422,303,2024-01-07,login,,1017,10
2423,303,2023-01-10,feature_use,,2430,15
2424,303,2023-09-06,export,dashboard,2534,7
2425,303,2024-07-15,feature_use,settings,2516,23
2426,303,2023-12-29,support_ticket,team_mgmt,3302,26
2427,304,2024-05-17,api_call,billing,3559,13
2428,304,2024-01-21,export,reports,3043,11
2429,304,2024-02-23,feature_use,analytics,551,27
2430,304,2024-03-25,page_view,reports,2157,18
2431,304,2024-05-13,export,api,1682,24
2432,304,2024-04-11,login,reports,859,14
2433,305,2023-12-04,page_view,integrations,768,26
2434,305,2023-07-31,login,team_mgmt,2664,25
2435,305,2024-01-04,support_ticket,settings,3328,3
2436,305,2023-10-19,support_ticket,team_mgmt,1967,24
2437,305,2023-08-19,login,settings,1404,8
2438,305,2023-09-11,page_view,analytics,2416,26
2439,305,2024-01-08,upgrade_inquiry,reports,2855,14
2440,305,2023-07-29,page_view,analytics,620,26
2441,305,2024-07-09,support_ticket,integrations,2362,14
2442,305,2024-04-21,login,analytics,909,2
2443,305,2023-06-08,page_view,,713,7
2444,305,2024-05-16,feature_use,,2388,29
2445,306,2024-06-17,support_ticket,analytics,910,20
2446,307,2023-07-14,upgrade_inquiry,reports,3043,13
2447,307,2022-08-29,page_view,,1960,15
2448,307,2022-11-17,support_ticket,reports,201,12
2449,307,2024-03-08,export,team_mgmt,874,10
2450,307,2023-02-07,export,analytics,2148,11
2451,307,2024-07-08,login,dashboard,2545,10
2452,307,2023-07-09,upgrade_inquiry,settings,1875,25
2453,307,2024-02-16,export,api,2402,8
2454,307,2024-01-28,page_view,reports,1594,28
2455,307,2023-06-01,export,api,2999,23
2456,307,2023-12-21,login,,1827,19
2457,307,2022-08-19,upgrade_inquiry,analytics,2215,29
2458,307,2023-05-03,feature_use,analytics,3004,24
2459,307,2023-08-20,page_view,analytics,949,20
2460,307,2023-04-25,page_view,integrations,3542,12
2461,307,2022-08-15,page_view,integrations,1655,1
2462,307,2022-04-24,export,team_mgmt,1484,12
2463,307,2022-04-17,support_ticket,dashboard,2672,18
2464,307,2023-01-13,login,integrations,2095,8
2465,307,2024-06-13,upgrade_inquiry,dashboard,405,3
2466,307,2023-07-20,support_ticket,api,3256,18
2467,307,2024-01-27,feature_use,dashboard,3325,29
2468,307,2024-01-23,page_view,dashboard,2041,16
2469,307,2024-01-22,upgrade_inquiry,,2980,24
2470,308,2022-10-09,support_ticket,analytics,2897,3
2471,308,2023-06-12,page_view,settings,169,29
2472,308,2022-10-06,upgrade_inquiry,dashboard,542,29
2473,308,2023-11-09,login,api,704,29
2474,308,2022-10-14,api_call,settings,1209,27
2475,308,2023-05-16,page_view,reports,2858,14
2476,308,2023-03-13,login,team_mgmt,2867,27
2477,308,2023-04-17,upgrade_inquiry,analytics,1635,14
2478,308,2022-10-18,export,analytics,1458,16
2479,308,2024-07-25,login,settings,899,18
2480,308,2024-07-23,upgrade_inquiry,integrations,812,25
2481,308,2023-11-19,feature_use,integrations,2763,24
2482,308,2023-09-30,support_ticket,dashboard,2555,19
2483,308,2024-04-11,login,api,3176,13
2484,308,2023-12-18,login,team_mgmt,1664,25
2485,308,2022-12-30,upgrade_inquiry,,1501,15
2486,308,2023-07-13,support_ticket,api,1824,7
2487,308,2023-03-02,upgrade_inquiry,,1077,2
2488,308,2024-03-09,api_call,team_mgmt,110,24
2489,308,2024-07-24,support_ticket,settings,1923,5
2490,308,2022-06-02,export,api,1779,9
2491,308,2023-05-16,api_call,billing,3308,5
2492,308,2023-12-06,page_view,team_mgmt,2941,20
2493,308,2022-12-27,page_view,reports,2057,20
2494,309,2022-05-01,page_view,integrations,2932,4
2495,310,2024-01-27,page_view,team_mgmt,1650,13
2496,310,2024-05-08,login,dashboard,737,6
2497,310,2022-07-08,login,integrations,2826,23
2498,311,2023-06-11,feature_use,api,1021,11
2499,311,2023-04-23,feature_use,api,126,20
2500,311,2023-04-21,login,api,1069,11
2501,311,2023-07-18,api_call,analytics,766,21
2502,312,2023-06-08,support_ticket,dashboard,2368,9
2503,312,2022-09-20,login,integrations,2336,26
2504,312,2023-07-21,support_ticket,settings,1430,6
2505,312,2023-05-07,api_call,billing,404,15
2506,312,2023-07-07,support_ticket,analytics,2939,20
2507,313,2024-01-30,login,api,1674,5
2508,313,2024-07-10,support_ticket,team_mgmt,630,2
2509,313,2023-09-17,api_call,reports,1179,23
2510,313,2023-09-22,export,dashboard,1665,4
2511,313,2024-01-05,feature_use,api,2094,17
2512,313,2024-03-13,upgrade_inquiry,settings,1859,2
2513,313,2023-03-26,page_view,,470,18
2514,313,2023-07-14,feature_use,team_mgmt,297,2
2515,313,2023-11-24,support_ticket,dashboard,2032,4
2516,313,2023-06-20,feature_use,analytics,1044,14
2517,313,2023-04-29,page_view,,2166,15
2518,313,2024-01-20,upgrade_inquiry,dashboard,780,20
2519,313,2023-06-15,feature_use,team_mgmt,3265,28
2520,313,2024-07-12,upgrade_inquiry,dashboard,1382,7
2521,313,2024-07-28,support_ticket,reports,2949,23
2522,313,2024-02-17,feature_use,settings,744,27
2523,313,2024-06-09,api_call,dashboard,946,19
2524,314,2024-08-08,login,dashboard,1040,29
2525,314,2024-04-22,support_ticket,integrations,680,21
2526,314,2024-10-14,api_call,analytics,2990,22
2527,314,2024-09-11,upgrade_inquiry,settings,2608,10
2528,315,2024-07-29,feature_use,api,62,2
2529,316,2024-02-21,feature_use,integrations,919,9
2530,316,2024-06-13,upgrade_inquiry,reports,2526,8
2531,316,2023-12-04,export,api,386,3
2532,316,2023-11-20,page_view,settings,1630,15
2533,316,2023-12-21,export,team_mgmt,903,6
2534,316,2023-12-23,login,settings,451,11
2535,316,2024-04-06,login,team_mgmt,782,28
2536,316,2023-05-01,feature_use,settings,931,5
2537,316,2023-05-31,api_call,team_mgmt,2349,5
2538,316,2023-10-18,page_view,analytics,472,15
2539,316,2023-11-09,login,integrations,1346,21
2540,316,2023-08-30,api_call,dashboard,165,25
2541,316,2024-01-08,page_view,,1114,4
2542,316,2024-05-06,feature_use,team_mgmt,866,9
2543,316,2023-03-31,page_view,team_mgmt,3322,11
2544,316,2023-10-29,login,integrations,3173,6
2545,317,2023-06-19,export,billing,229,30
2546,317,2023-07-18,feature_use,,832,2
2547,317,2023-08-08,feature_use,reports,3137,8
2548,317,2023-10-03,page_view,dashboard,1041,22
2549,317,2024-01-29,export,dashboard,892,21
2550,317,2024-04-28,login,team_mgmt,678,20
2551,317,2024-01-05,feature_use,dashboard,1685,5
2552,317,2024-06-16,feature_use,settings,1377,4
2553,317,2023-07-25,upgrade_inquiry,billing,3389,4
2554,317,2024-05-31,api_call,api,2204,24
2555,317,2024-02-12,support_ticket,,1576,16
2556,317,2023-11-08,login,analytics,3588,2
2557,317,2023-08-11,page_view,,1746,7
2558,317,2024-01-03,upgrade_inquiry,team_mgmt,3343,14
2559,317,2024-03-10,api_call,analytics,3059,4
2560,317,2023-07-20,upgrade_inquiry,dashboard,1677,20
2561,317,2024-02-25,support_ticket,api,516,4
2562,317,2023-04-11,api_call,billing,873,3
2563,317,2024-04-16,export,reports,1373,13
2564,317,2024-04-09,page_view,,2810,11
2565,317,2024-06-02,export,reports,869,9
2566,317,2023-05-19,login,api,2493,5
2567,317,2023-05-13,login,settings,695,28
2568,317,2023-10-09,upgrade_inquiry,billing,2571,6
2569,317,2023-11-20,page_view,analytics,1313,23
2570,317,2024-03-06,support_ticket,billing,181,26
2571,317,2024-07-31,support_ticket,billing,1074,18
2572,317,2024-02-12,upgrade_inquiry,,3510,27
2573,317,2023-04-19,page_view,dashboard,1258,8
2574,318,2024-07-28,upgrade_inquiry,settings,2550,21
2575,318,2024-08-01,export,settings,3148,9
2576,318,2024-03-15,page_view,dashboard,603,26
2577,318,2024-06-22,upgrade_inquiry,dashboard,2344,21
2578,318,2024-06-16,upgrade_inquiry,settings,203,12
2579,318,2024-04-17,login,,2355,20
2580,318,2024-03-19,feature_use,dashboard,3261,25
2581,318,2024-07-20,page_view,team_mgmt,799,2
2582,318,2024-07-29,upgrade_inquiry,reports,1355,8
2583,318,2024-03-20,feature_use,integrations,851,7
2584,318,2024-06-22,export,team_mgmt,1843,2
2585,319,2022-10-14,support_ticket,integrations,2219,10
2586,319,2022-09-08,api_call,api,3438,23
2587,319,2023-08-30,upgrade_inquiry,reports,3230,8
2588,319,2022-10-21,support_ticket,integrations,1023,5
2589,319,2024-05-16,support_ticket,,3106,18
2590,319,2023-10-31,export,settings,3161,21
2591,319,2024-05-03,login,settings,3109,3
2592,319,2023-08-03,feature_use,team_mgmt,1132,6
2593,319,2022-10-15,login,api,2756,27
2594,319,2022-09-19,login,billing,1238,21
2595,319,2023-03-02,support_ticket,,3087,12
2596,319,2022-06-12,feature_use,settings,3103,14
2597,319,2024-05-11,login,dashboard,2784,23
2598,319,2022-08-08,page_view,,388,29
2599,319,2022-05-31,page_view,reports,1015,29
2600,319,2023-10-03,page_view,team_mgmt,953,1
2601,319,2024-02-21,api_call,billing,395,23
2602,319,2023-04-03,api_call,analytics,47,15
2603,319,2022-12-08,export,team_mgmt,709,2
2604,319,2023-04-08,login,integrations,2605,6
2605,320,2024-04-19,login,api,313,15
2606,320,2024-06-27,support_ticket,analytics,2903,21
2607,320,2024-05-13,api_call,settings,824,13
2608,320,2024-04-25,support_ticket,billing,1498,27
2609,320,2024-04-21,login,api,2462,1
2610,320,2024-05-19,feature_use,reports,658,17
2611,320,2024-06-11,upgrade_inquiry,analytics,1757,15
2612,320,2024-06-12,support_ticket,analytics,1207,13
2613,320,2024-07-04,export,,3165,22
2614,320,2024-05-12,page_view,integrations,849,25
2615,320,2024-05-06,login,settings,2146,24
2616,320,2024-04-29,page_view,,3441,12
2617,320,2024-05-11,login,dashboard,2822,17
2618,320,2024-06-16,export,dashboard,280,25
2619,320,2024-05-25,page_view,reports,2115,16
2620,320,2024-04-24,export,api,1956,23
2621,320,2024-07-31,feature_use,api,1096,26
2622,321,2024-05-20,api_call,analytics,1152,6
2623,321,2024-05-27,export,dashboard,2086,26
2624,321,2024-07-13,api_call,api,978,5
2625,321,2024-05-09,api_call,integrations,2561,14
2626,321,2024-07-27,page_view,settings,2948,22
2627,321,2024-06-25,api_call,team_mgmt,877,5
2628,321,2024-05-05,page_view,api,1052,28
2629,321,2024-08-01,api_call,api,2480,6
2630,321,2024-03-25,feature_use,integrations,571,10
2631,321,2024-03-04,page_view,reports,2122,13
2632,322,2024-06-13,page_view,api,1839,9
2633,322,2024-06-26,login,billing,2959,23
2634,322,2024-08-02,upgrade_inquiry,billing,2734,17
2635,322,2023-12-01,page_view,reports,3511,29
2636,322,2024-08-25,api_call,reports,822,9
2637,322,2024-01-26,api_call,,2770,25
2638,322,2023-08-24,feature_use,billing,2300,30
2639,323,2023-01-06,login,team_mgmt,1111,16
2640,323,2023-10-06,login,settings,3005,10
2641,323,2022-09-14,support_ticket,api,1095,4
2642,323,2023-05-08,feature_use,analytics,1295,13
2643,323,2022-12-22,page_view,reports,3572,13
2644,323,2022-09-11,support_ticket,analytics,1221,8
2645,323,2022-08-13,api_call,dashboard,1801,6
2646,323,2023-05-25,page_view,analytics,1590,23
2647,323,2022-07-27,support_ticket,integrations,298,27
2648,323,2023-02-25,upgrade_inquiry,team_mgmt,3104,17
2649,323,2023-02-16,page_view,settings,1961,13
2650,323,2023-08-09,export,integrations,2024,16
2651,323,2024-07-31,page_view,api,1254,25
2652,323,2023-01-13,support_ticket,api,1982,17
2653,323,2023-06-01,export,reports,726,28
2654,324,2023-12-20,export,,597,14
2655,324,2023-12-06,feature_use,settings,3423,23
2656,324,2024-07-22,page_view,team_mgmt,2500,19
2657,324,2024-03-07,api_call,,305,19
2658,324,2024-03-20,api_call,dashboard,1672,23
2659,325,2023-06-07,page_view,reports,2967,1
2660,325,2023-04-14,login,,1747,16
2661,325,2022-12-26,feature_use,billing,3245,17
2662,325,2023-07-24,upgrade_inquiry,settings,2137,3
2663,326,2024-03-21,login,analytics,1428,30
2664,326,2024-03-04,upgrade_inquiry,integrations,2581,28
2665,326,2024-06-05,api_call,,3032,14
2666,326,2024-07-10,support_ticket,reports,751,1
2667,326,2024-02-19,support_ticket,reports,1458,26
2668,326,2023-12-27,upgrade_inquiry,dashboard,2991,16
2669,326,2024-04-01,page_view,settings,1907,25
2670,326,2024-03-27,login,reports,1726,19
2671,326,2024-02-29,feature_use,dashboard,3056,5
2672,326,2024-05-12,feature_use,integrations,1562,5
2673,326,2024-03-29,login,analytics,1525,25
2674,326,2024-01-26,api_call,,300,7
2675,326,2024-06-19,page_view,,2433,11
2676,326,2024-07-23,page_view,api,831,11
2677,326,2024-02-08,export,integrations,1501,21
2678,326,2024-07-20,login,api,2415,1
2679,327,2024-06-20,upgrade_inquiry,billing,3441,20
2680,327,2023-07-04,feature_use,settings,3351,28
2681,327,2022-08-15,support_ticket,dashboard,239,9
2682,327,2023-05-16,export,reports,3063,26
2683,327,2022-07-19,api_call,analytics,2637,13
2684,327,2023-08-18,login,billing,2283,17
2685,327,2022-08-11,upgrade_inquiry,billing,2334,6
2686,327,2024-04-13,support_ticket,integrations,2377,21
2687,328,2023-08-02,upgrade_inquiry,integrations,672,5
2688,328,2023-03-26,export,team_mgmt,234,6
2689,328,2022-11-11,login,analytics,2228,24
2690,328,2023-04-03,page_view,dashboard,663,27
2691,328,2023-06-18,upgrade_inquiry,api,2154,29
2692,329,2024-01-04,export,reports,3390,23
2693,329,2024-02-22,upgrade_inquiry,reports,3140,30
2694,329,2023-10-26,support_ticket,,2866,7
2695,329,2023-11-14,export,reports,3037,25
2696,329,2022-12-26,support_ticket,integrations,2289,8
2697,329,2023-06-01,page_view,analytics,3125,21
2698,329,2023-08-25,support_ticket,integrations,1163,15
2699,330,2024-03-28,api_call,api,1767,15
2700,330,2024-03-15,export,billing,3287,13
2701,330,2024-06-08,api_call,reports,451,25
2702,330,2024-04-15,support_ticket,analytics,2308,21
2703,330,2023-12-08,page_view,dashboard,2447,13
2704,330,2024-04-04,api_call,dashboard,1520,15
2705,331,2024-01-16,export,reports,1934,30
2706,331,2024-05-27,feature_use,analytics,3499,4
2707,331,2024-03-21,api_call,team_mgmt,936,1
2708,331,2024-05-03,support_ticket,,2951,1
2709,331,2024-02-16,page_view,team_mgmt,2997,23
2710,331,2024-07-06,feature_use,team_mgmt,833,1
2711,331,2024-02-06,export,analytics,2564,26
2712,331,2024-06-06,support_ticket,analytics,3445,12
2713,331,2024-07-30,export,api,437,16
2714,331,2024-03-23,export,billing,2677,13
2715,332,2024-07-26,upgrade_inquiry,analytics,2307,10
2716,332,2024-07-29,support_ticket,integrations,2825,18
2717,332,2024-04-17,api_call,analytics,2145,9
2718,332,2024-04-28,export,settings,1536,15
2719,332,2024-06-27,support_ticket,billing,3021,26
2720,332,2024-07-16,export,team_mgmt,811,18
2721,332,2024-04-23,support_ticket,analytics,2942,15
2722,332,2024-06-27,upgrade_inquiry,team_mgmt,2639,5
2723,332,2024-06-21,login,billing,1743,3
2724,332,2024-05-09,api_call,dashboard,517,26
2725,332,2024-07-04,feature_use,api,3212,16
2726,332,2024-06-05,feature_use,reports,1620,23
2727,332,2024-07-04,export,settings,3194,20
2728,333,2025-11-01,page_view,analytics,1506,19
2729,333,2025-07-07,support_ticket,team_mgmt,452,18
2730,333,2024-08-05,api_call,team_mgmt,1464,8
2731,333,2025-02-11,login,analytics,446,21
2732,334,2024-06-29,support_ticket,reports,361,26
2733,334,2024-03-31,support_ticket,analytics,898,27
2734,334,2024-06-19,support_ticket,settings,244,14
2735,334,2023-12-10,feature_use,reports,147,19
2736,334,2023-12-23,page_view,api,1779,20
2737,335,2023-04-13,export,team_mgmt,3233,17
2738,335,2023-06-30,feature_use,api,3321,26
2739,335,2023-04-29,page_view,integrations,2020,7
2740,335,2023-01-03,upgrade_inquiry,analytics,3268,17
2741,335,2023-04-25,support_ticket,integrations,1727,19
2742,335,2024-03-24,login,api,194,2
2743,335,2024-01-12,page_view,,2824,20
2744,335,2024-01-31,feature_use,analytics,1883,4
2745,335,2023-11-12,page_view,reports,2619,10
2746,335,2024-02-20,export,dashboard,303,6
2747,335,2024-07-23,export,,870,22
2748,335,2024-06-21,api_call,settings,2813,12
2749,336,2024-12-28,login,team_mgmt,2814,4
2750,336,2024-11-22,login,dashboard,1772,21
2751,336,2025-01-04,support_ticket,api,2252,11
2752,337,2023-04-27,support_ticket,team_mgmt,2851,21
2753,337,2023-10-30,page_view,,3538,26
2754,338,2024-03-28,export,api,3550,24
2755,338,2024-03-03,login,analytics,3258,12
2756,338,2024-07-27,page_view,team_mgmt,1257,21
2757,338,2024-03-19,support_ticket,settings,560,21
2758,338,2024-03-04,login,,2701,1
2759,338,2024-04-12,support_ticket,api,10,23
2760,338,2024-05-25,api_call,,1918,28
2761,338,2024-04-03,login,team_mgmt,117,9
2762,338,2024-06-07,page_view,,1940,21
2763,338,2024-02-26,api_call,,500,26
2764,338,2024-06-23,upgrade_inquiry,analytics,585,4
2765,338,2024-03-10,page_view,team_mgmt,450,5
2766,339,2023-12-19,support_ticket,,930,29
2767,339,2023-02-15,export,billing,2478,20
2768,339,2023-07-11,login,reports,1669,22
2769,339,2023-03-06,support_ticket,,3348,22
2770,339,2022-04-19,export,integrations,1733,26
2771,339,2023-02-26,api_call,api,689,25
2772,339,2022-06-10,export,dashboard,2229,13
2773,339,2024-06-07,login,dashboard,575,4
2774,339,2022-09-05,export,dashboard,2909,23
2775,339,2023-01-12,login,analytics,3406,8
2776,339,2023-09-13,upgrade_inquiry,settings,1991,18
2777,339,2022-07-22,support_ticket,,2245,3
2778,339,2023-12-17,support_ticket,analytics,30,25
2779,340,2024-05-14,support_ticket,dashboard,3038,15
2780,340,2024-06-15,api_call,settings,855,10
2781,340,2024-04-10,support_ticket,reports,2751,15
2782,340,2024-04-25,page_view,analytics,3477,13
2783,340,2024-02-13,export,analytics,766,3
2784,341,2023-05-05,upgrade_inquiry,billing,45,4
2785,341,2024-06-25,page_view,analytics,341,2
2786,341,2023-05-19,feature_use,reports,1610,11
2787,341,2024-03-30,api_call,dashboard,2283,15
2788,341,2023-04-04,page_view,team_mgmt,2784,2
2789,341,2023-10-07,api_call,reports,2992,4
2790,341,2024-07-28,feature_use,,2197,7
2791,341,2023-01-04,upgrade_inquiry,dashboard,1113,11
2792,341,2024-04-07,login,analytics,2730,29
2793,341,2024-02-26,export,api,2466,28
2794,341,2023-01-25,upgrade_inquiry,integrations,45,9
2795,341,2023-03-14,export,dashboard,363,18
2796,342,2023-01-08,page_view,integrations,459,3
2797,342,2023-01-27,upgrade_inquiry,team_mgmt,3598,13
2798,342,2023-01-14,export,analytics,2017,30
2799,342,2023-01-08,feature_use,settings,445,6
2800,342,2023-01-19,page_view,billing,2985,1
2801,342,2023-01-25,feature_use,,1283,4
2802,343,2023-03-29,api_call,api,658,6
2803,343,2023-02-13,upgrade_inquiry,api,2833,29
2804,343,2023-02-14,support_ticket,settings,117,23
2805,343,2023-04-16,page_view,analytics,356,28
2806,344,2024-01-09,feature_use,dashboard,3591,19
2807,344,2024-04-11,export,analytics,2876,22
2808,344,2024-02-17,export,,1588,3
2809,344,2024-04-27,feature_use,,693,12
2810,344,2024-06-30,support_ticket,reports,1211,8
2811,344,2024-01-22,export,reports,3262,4
2812,344,2024-06-06,page_view,api,1149,12
2813,344,2024-03-13,api_call,dashboard,3199,12
2814,344,2023-12-27,upgrade_inquiry,api,232,17
2815,344,2024-05-19,login,,1700,4
2816,345,2024-07-25,login,integrations,1398,8
2817,345,2024-01-15,page_view,integrations,617,9
2818,345,2023-08-12,login,billing,1906,2
2819,345,2023-10-21,page_view,billing,2334,25
2820,345,2024-03-24,upgrade_inquiry,api,1299,16
2821,345,2023-04-02,page_view,api,3238,29
2822,345,2024-07-09,export,api,2468,1
2823,345,2023-11-30,api_call,analytics,3060,19
2824,345,2023-05-19,export,reports,2988,15
2825,345,2023-07-31,login,integrations,1971,2
2826,345,2023-09-08,api_call,analytics,2970,3
2827,346,2024-02-15,feature_use,team_mgmt,224,5
2828,346,2023-03-14,api_call,settings,329,2
2829,346,2023-04-04,page_view,api,404,1
2830,346,2024-04-16,feature_use,dashboard,2256,7
2831,346,2023-04-26,login,reports,1249,23
2832,346,2023-06-05,api_call,reports,3434,19
2833,346,2023-06-17,upgrade_inquiry,settings,3458,3
2834,347,2022-06-22,api_call,,2438,6
2835,347,2022-07-13,login,team_mgmt,3372,8
2836,347,2022-06-24,feature_use,team_mgmt,589,19
2837,348,2024-03-31,page_view,team_mgmt,303,7
2838,348,2024-07-08,api_call,dashboard,1244,5
2839,348,2024-06-22,feature_use,,1926,22
2840,348,2024-02-27,upgrade_inquiry,dashboard,3042,19
2841,348,2023-11-18,login,team_mgmt,3336,22
2842,349,2023-03-08,api_call,team_mgmt,3593,15
2843,349,2022-11-02,upgrade_inquiry,team_mgmt,2175,26
2844,349,2023-10-10,feature_use,billing,1012,27
2845,349,2024-05-21,upgrade_inquiry,reports,775,30
2846,349,2024-03-17,support_ticket,settings,283,8
2847,349,2023-01-31,export,team_mgmt,2573,21
2848,349,2023-06-22,support_ticket,,2760,21
2849,349,2023-09-06,export,reports,3261,19
2850,349,2023-09-30,support_ticket,settings,703,22
2851,349,2023-05-14,feature_use,settings,1051,2
2852,349,2023-03-26,support_ticket,,2677,17
2853,349,2023-10-04,export,billing,265,1
2854,350,2024-06-03,page_view,reports,10,29
2855,350,2024-07-26,api_call,team_mgmt,1125,18
2856,350,2024-07-01,feature_use,reports,1395,20
2857,350,2024-07-15,support_ticket,analytics,2864,1
2858,350,2024-07-31,api_call,team_mgmt,2792,5
2859,350,2024-07-03,support_ticket,team_mgmt,3544,16
2860,350,2024-07-23,support_ticket,integrations,2099,25
2861,350,2024-07-30,login,team_mgmt,3256,14
2862,350,2024-07-28,feature_use,billing,782,5
2863,350,2024-06-25,page_view,,331,26
2864,350,2024-06-04,login,reports,3253,14
2865,351,2023-05-10,support_ticket,analytics,2383,25
2866,351,2022-07-18,login,analytics,2297,23
2867,352,2024-08-21,upgrade_inquiry,reports,2926,20
2868,352,2024-04-05,page_view,dashboard,2594,9
2869,352,2025-07-02,support_ticket,billing,480,20
2870,352,2025-03-15,page_view,settings,3412,19
2871,352,2025-06-16,feature_use,integrations,3075,1
2872,352,2024-10-07,api_call,analytics,272,28
2873,352,2025-05-12,upgrade_inquiry,dashboard,474,16
2874,353,2023-05-28,feature_use,settings,3520,14
2875,353,2023-10-23,login,integrations,260,13
2876,353,2024-07-05,api_call,settings,3384,16
2877,354,2023-06-22,support_ticket,integrations,1398,18
2878,354,2023-12-18,upgrade_inquiry,,839,6
2879,354,2024-03-01,support_ticket,integrations,1354,22
2880,354,2023-10-26,api_call,billing,469,8
2881,354,2022-08-31,feature_use,reports,2935,30
2882,354,2023-04-11,api_call,billing,1104,7
2883,354,2022-07-03,feature_use,api,1134,14
2884,354,2023-09-20,feature_use,billing,1463,4
2885,354,2023-04-21,upgrade_inquiry,team_mgmt,2264,17
2886,354,2024-05-08,feature_use,team_mgmt,3332,27
2887,354,2023-06-16,page_view,api,3118,2
2888,354,2022-12-29,feature_use,team_mgmt,3511,4
2889,355,2024-07-12,export,reports,3025,13
2890,355,2024-06-21,support_ticket,analytics,1159,30
2891,355,2024-05-16,support_ticket,integrations,3239,20
2892,355,2024-02-08,upgrade_inquiry,settings,80,28
2893,355,2024-02-29,support_ticket,team_mgmt,1776,30
2894,355,2024-06-09,support_ticket,billing,2846,9
2895,355,2024-04-21,login,analytics,1614,17
2896,355,2024-04-18,feature_use,billing,892,6
2897,355,2024-02-21,page_view,integrations,27,28
2898,355,2023-12-02,login,reports,2657,22
2899,355,2024-07-24,feature_use,reports,2670,7
2900,355,2024-02-21,api_call,dashboard,678,2
2901,355,2023-12-01,export,billing,1758,21
2902,356,2023-08-25,upgrade_inquiry,analytics,2737,4
2903,356,2024-03-22,api_call,dashboard,317,18
2904,356,2024-04-13,login,reports,3496,8
2905,356,2024-04-15,api_call,settings,247,23
2906,356,2024-03-28,upgrade_inquiry,billing,2220,2
2907,356,2024-02-03,api_call,reports,2102,27
2908,356,2023-12-13,login,settings,2643,16
2909,356,2024-06-12,feature_use,billing,151,8
2910,356,2023-06-02,upgrade_inquiry,,1241,19
2911,356,2024-05-15,export,settings,266,13
2912,356,2023-09-16,feature_use,api,2161,11
2913,356,2024-01-28,page_view,integrations,3369,8
2914,356,2024-04-06,page_view,dashboard,3336,29
2915,356,2023-08-06,feature_use,billing,606,28
2916,356,2023-05-04,page_view,api,437,4
2917,356,2023-07-27,upgrade_inquiry,reports,1020,1
2918,356,2023-12-26,login,dashboard,640,15
2919,356,2023-04-27,upgrade_inquiry,dashboard,1445,29
